eregistry_key,irn,Levels,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Value,SummaryData,AdmImportIdentifier,AdmInsertedBy,AdmDateInserted,AdmTimeInserted,AdmDateModified,AdmTimeModified,AdmModifiedBy,OwnerId,AdmPublishWebNoPassword,AdmPublishWebPassword,SecRecordStatus,AdmSystemIdentifier
4664,367,6,"User","LBrook","Table","ecatalogue","Sort","location","","","","","SummaryData;LocCurrentLocationRef;--wordbased","User|LBrook|Table|ecatalogue|Sort|location|SummaryData;LocCurrentLocationRef;--wordbased","","emu",2018-01-16,"21:17:59",2018-01-16,"21:17:59","emu","LBrook","","","",""
4665,366,5,"User","LBrook","Table","ecatalogue","Sort Selected","","","","","","location","User|LBrook|Table|ecatalogue|Sort Selected|location","","emu",2018-01-16,"21:17:59",2018-01-16,"21:17:59","emu","LBrook","","","",""
4666,368,5,"User","LBrook","Table","eevents","Sort Selected","","","","","","Title","User|LBrook|Table|eevents|Sort Selected|Title","","emu",2018-01-16,"21:17:59",2018-01-16,"21:17:59","emu","LBrook","","","",""
4667,55239,3,"User","lbrussel","Group","","","","","","","","","User|lbrussel|Group|","","Sam Schiller",2018-11-08,"09:12:40",2022-07-12,"10:07:03","Dominique Alhambra","sschiller","No","No","",""
4668,134827,5,"User","LBrussel","Setting","Language","Prompts","","","","","","0","User|LBrussel|Setting|Language|Prompts|0","","Laura Brussel",2020-03-04,"17:06:56",2020-03-04,"17:06:56","Laura Brussel","LBrussel","","","",""
4669,79798,5,"User","LBrussel","Setting","Statistics","Help","","","","","","10","User|LBrussel|Setting|Statistics|Help|10","","Laura Brussel",2019-05-21,"14:42:43",2019-05-21,"14:42:43","Laura Brussel","LBrussel","","","",""
4670,59711,6,"User","lbrussel","Table","ecatalogue","Column Access","LocAcceptedByRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocAcceptedByRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4671,59712,6,"User","lbrussel","Table","ecatalogue","Column Access","LocCurrentLocationRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocCurrentLocationRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4672,59713,6,"User","lbrussel","Table","ecatalogue","Column Access","LocDateMoved","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocDateMoved|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4673,59714,6,"User","lbrussel","Table","ecatalogue","Column Access","LocMovementNotes","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocMovementNotes|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4674,59715,6,"User","lbrussel","Table","ecatalogue","Column Access","LocReleasedByRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocReleasedByRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:05",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4675,59716,6,"User","lbrussel","Table","ecatalogue","Column Access","LocRequestedByRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocRequestedByRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:05",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4676,59717,6,"User","lbrussel","Table","ecatalogue","Column Access","LocTimeMoved","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lbrussel|Table|ecatalogue|Column Access|LocTimeMoved|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:05",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4677,134826,6,"User","LBrussel","Table","ecatalogue","Ditto","History","","","","",":168744;176605;19963;19962;416170;14095;175759;207831;207830;37403:37403","User|LBrussel|Table|ecatalogue|Ditto|History|:168744;176605;19963;19962;416170;14095;175759;207831;207830;37403:37403","","Laura Brussel",2020-03-04,"17:06:24",2020-03-04,"17:06:24","Laura Brussel","LBrussel","","","",""
4678,62864,6,"User","LBrussel","Table","ecatalogue","List Columns","Barcode update view","","","","","CatCatalogNumber=192;IdeObjectIdentification_tab=427;CulManufactCulture_nesttab&CulManufactCulture_tab=100;LocCurrentLocation=428;LocObjectBarcode=100;LocObjectHasBarcodeSticker=100;LocDateMoved=100#17","User|LBrussel|Table|ecatalogue|List Columns|Barcode update view|CatCatalogNumber=192;IdeObjectIdentification_tab=427;CulManufactCulture_nesttab&CulManufactCulture_tab=100;LocCurrentLocation=428;LocObjectBarcode=100;LocObjectHasBarcodeSticker=100;LocDateMoved=100#17","","Laura Brussel",2019-01-17,"15:13:52",2019-01-17,"15:13:52","Laura Brussel","LBrussel","","","",""
4679,82294,6,"User","LBrussel","Table","ecatalogue","List Columns","has photo?","","","","","CatCatalogNumber=100;IdeObjectIdentification_tab=100;MulMultiMediaRef_tab=100#17","User|LBrussel|Table|ecatalogue|List Columns|has photo?|CatCatalogNumber=100;IdeObjectIdentification_tab=100;MulMultiMediaRef_tab=100#17","","Laura Brussel",2019-06-06,"11:19:18",2019-06-06,"11:19:18","Laura Brussel","LBrussel","","","",""
4680,82290,6,"User","LBrussel","Table","ecatalogue","List Columns","imponna/choctaw database","","","","","CatCatalogNumber=100;CatAccessionLot_tab=100;ObjDesArtist_tab=100;LocDateMovedHistory_tab=100;IdeObjectIdentification_tab=100;ConConditionStatusHistory_tab=100;CulUseCulture_nesttab&CulUseCulture_tab=140;CulManufactCulture_nesttab&CulManufactCulture_tab=100;DatBeginDate0=100;TasCompletionDate0=100;MeaType_tab=122;MeaBy_tab=157;StaStatus_tab=100;ObjDesTechniques_tab=100;ObjDesMaterials_tab=100;RelRemarks_tab=100;ObjDesTitle=100;CatLegalStatus=100;LocCurrentLocation=100;CatSite=100;ParVerbatimCollectingText=100;ScInstObjectDescription0=72;MulMultiMediaRef_tab=100#17","User|LBrussel|Table|ecatalogue|List Columns|imponna/choctaw database|CatCatalogNumber=100;CatAccessionLot_tab=100;ObjDesArtist_tab=100;LocDateMovedHistory_tab=100;IdeObjectIdentification_tab=100;ConConditionStatusHistory_tab=100;CulUseCulture_nesttab&CulUseCulture_tab=140;CulManufactCulture_nesttab&CulManufactCulture_tab=100;DatBeginDate0=100;TasCompletionDate0=100;MeaType_tab=122;MeaBy_tab=157;StaStatus_tab=100;ObjDesTechniques_tab=100;ObjDesMaterials_tab=100;RelRemarks_tab=100;ObjDesTitle=100;CatLegalStatus=100;LocCurrentLocation=100;CatSite=100;ParVerbatimCollectingText=100;ScInstObjectDescription0=72;MulMultiMediaRef_tab=100#17","","Laura Brussel",2019-06-06,"11:15:20",2019-06-06,"11:15:20","Laura Brussel","LBrussel","","","",""
4681,55516,6,"User","LBrussel","Table","ecatalogue","List Columns","Reorg list view","","","","","CatCatalogNumber=260;IdeObjectIdentification_tab=152;CulManufactCultureRecent_tab=202;LocLocationType=100;LocDateMoved=100;LocCurrentLocation=209#17","User|LBrussel|Table|ecatalogue|List Columns|Reorg list view|CatCatalogNumber=260;IdeObjectIdentification_tab=152;CulManufactCultureRecent_tab=202;LocLocationType=100;LocDateMoved=100;LocCurrentLocation=209#17","","Laura Brussel",2018-11-09,"11:18:31",2018-11-09,"11:18:31","Laura Brussel","LBrussel","","","",""
4682,102126,5,"User","LBrussel","Table","ecatalogue","List Columns Selected","","","","","","cat, obj id, subj, location, status","User|LBrussel|Table|ecatalogue|List Columns Selected|cat, obj id, subj, location, status","","Laura Brussel",2019-09-11,"11:45:59",2019-09-11,"11:45:59","Laura Brussel","LBrussel","","","",""
4683,59760,5,"User","lbrussel","Table","ecatalogue","Operations","","","","","","daDisplay
daEdit
daInsert
daQuery
daReport
daReplace
daDittoAll
daReplace","User|lbrussel|Table|ecatalogue|Operations|daDisplay  daEdit  daInsert  daQuery  daReport  daReplace  daDittoAll  daReplace","","Sam Schiller",2018-12-17,"11:39:09",2018-12-17,"11:39:10","Sam Schiller","sschiller","No","No","","sschiller-181217-1137"
4684,82420,6,"User","LBrussel","Table","ecatalogue","Shortcut List","Cataloging","","","","","CatCatalogNumber#17","User|LBrussel|Table|ecatalogue|Shortcut List|Cataloging|CatCatalogNumber#17","","Laura Brussel",2019-06-07,"10:46:26",2019-06-07,"10:46:26","Laura Brussel","LBrussel","","","",""
4685,82421,5,"User","LBrussel","Table","ecatalogue","Shortcut List Selected","","","","","","Cataloging","User|LBrussel|Table|ecatalogue|Shortcut List Selected|Cataloging","","Laura Brussel",2019-06-07,"10:46:31",2019-06-07,"10:46:31","Laura Brussel","LBrussel","","","",""
4686,62870,6,"User","LBrussel","Table","ecatalogue","Sort","Date Moved","","","","","-LocDateMoved;--wordbased","User|LBrussel|Table|ecatalogue|Sort|Date Moved|-LocDateMoved;--wordbased","","Laura Brussel",2019-01-17,"15:17:32",2019-01-17,"15:17:32","Laura Brussel","LBrussel","","","",""
4687,102405,5,"User","LBrussel","Table","ecatalogue","Sort Selected","","","","","","Culture of Manufacture","User|LBrussel|Table|ecatalogue|Sort Selected|Culture of Manufacture","","Laura Brussel",2019-09-12,"10:43:51",2019-09-12,"10:43:51","Laura Brussel","LBrussel","","","",""
4688,65017,6,"User","LBrussel","Table","elocations","List Columns","barcode","","","","","LocBarcode=100;LocHolderLocation=100#17","User|LBrussel|Table|elocations|List Columns|barcode|LocBarcode=100;LocHolderLocation=100#17","","Laura Brussel",2019-02-01,"15:34:23",2019-02-01,"15:34:23","Laura Brussel","LBrussel","","","",""
4689,55521,6,"User","LBrussel","Table","elocations","List Columns","Reorg Locations","","","","","SummaryData=239;LocLevel1=100;LocLevel2=100#17","User|LBrussel|Table|elocations|List Columns|Reorg Locations|SummaryData=239;LocLevel1=100;LocLevel2=100#17","","Laura Brussel",2018-11-09,"11:21:21",2018-11-09,"11:21:21","Laura Brussel","LBrussel","","","",""
4690,97441,6,"User","LBrussel","Table","eparties","Ditto","History","","","","",":54955;54957;55146;55154;55150;55149;55151;55153:55153","User|LBrussel|Table|eparties|Ditto|History|:54955;54957;55146;55154;55150;55149;55151;55153:55153","","Laura Brussel",2019-08-22,"13:32:09",2019-08-22,"13:32:09","Laura Brussel","LBrussel","","","",""
4691,123811,6,"User","LBrussel","Table","evaluations","Ditto","History","","","","",":45294;45295;45296;45297;45298;45299;45300;45301;45302;45315:45315","User|LBrussel|Table|evaluations|Ditto|History|:45294;45295;45296;45297;45298;45299;45300;45301;45302;45315:45315","","Laura Brussel",2020-01-08,"15:00:29",2020-01-08,"15:00:29","Laura Brussel","LBrussel","","","",""
4692,5042,3,"User","lclancy","Group","","","","","","","","Archives 1","User|lclancy|Group|Archives 1","","emu",2018-01-16,"21:18:06",2024-01-29,"11:12:19","Melissa Bechhoefer","sschiller","","","",""
4693,136518,5,"User","lclancy","Setting","Language","Prompts","","","","","","0","User|lclancy|Setting|Language|Prompts|0","","Liz Clancy",2020-03-11,"15:43:25",2020-03-11,"15:43:25","Liz Clancy","lclancy","","","",""
4694,77149,5,"User","lclancy","Setting","Statistics","Help","","","","","","8","User|lclancy|Setting|Statistics|Help|8","","Liz Clancy",2019-05-06,"13:16:04",2019-05-06,"13:16:04","Liz Clancy","lclancy","","","",""
4695,131781,6,"User","lclancy","Table","ecatalogue","Ditto","History","","","","",":685625;687041;688130;688868;687040;696809;294215;696985;686708;699857:699857","User|lclancy|Table|ecatalogue|Ditto|History|:685625;687041;688130;688868;687040;696809;294215;696985;686708;699857:699857","","Liz Clancy",2020-02-19,"12:36:16",2020-02-19,"12:36:16","Liz Clancy","lclancy","","","",""
4696,3758,6,"User","lclancy","Table","ecatalogue","Ditto","Update On Save","","","","","false","User|lclancy|Table|ecatalogue|Ditto|Update On Save|false","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lclancy","","","",""
4697,3760,6,"User","lclancy","Table","ecatalogue","List Columns","Liz Cat.Inscript.Loc.","","","","","SummaryData=834#17","User|lclancy|Table|ecatalogue|List Columns|Liz Cat.Inscript.Loc.|SummaryData=834#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lclancy","","","",""
4698,25859,5,"User","lclancy","Table","ecatalogue","List Columns Selected","","","","","","Image Arch - Catalog No., Title, Loc Notes","User|lclancy|Table|ecatalogue|List Columns Selected|Image Arch - Catalog No., Title, Loc Notes","","Liz Clancy",2018-06-04,"10:51:41",2018-06-04,"10:51:41","Liz Clancy","lclancy","","","",""
4699,25861,5,"User","lclancy","Table","ecatalogue","Shortcut List Selected","","","","","","Image Archives","User|lclancy|Table|ecatalogue|Shortcut List Selected|Image Archives","","Liz Clancy",2018-06-04,"10:52:38",2018-06-04,"10:52:38","Liz Clancy","lclancy","","","",""
4700,136493,5,"User","lclancy","Table","ecatalogue","Sort Selected","","","","","","Summary Data","User|lclancy|Table|ecatalogue|Sort Selected|Summary Data","","Liz Clancy",2020-03-11,"14:56:27",2020-03-11,"14:56:27","Liz Clancy","lclancy","","","",""
4701,3763,6,"User","lclancy","Table","elocations","Ditto","History","","","","",":13;73;122:122","User|lclancy|Table|elocations|Ditto|History|:13;73;122:122","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lclancy","","","",""
4702,3764,5,"User","lclancy","Table","elocations","Sort Selected","","","","","","Summary Data","User|lclancy|Table|elocations|Sort Selected|Summary Data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lclancy","","","",""
4703,136513,6,"User","lclancy","Table","emultimedia","Ditto","History","","","","",":132024;132028;132089;132098;132206;132210;132252;132315;132513;132739:132739","User|lclancy|Table|emultimedia|Ditto|History|:132024;132028;132089;132098;132206;132210;132252;132315;132513;132739:132739","","Liz Clancy",2020-03-11,"15:33:57",2020-03-11,"15:33:57","Liz Clancy","lclancy","","","",""
4704,3766,5,"User","lclancy","Table","emultimedia","Sort Selected","","","","","","Summary Data","User|lclancy|Table|emultimedia|Sort Selected|Summary Data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lclancy","","","",""
4705,124515,6,"User","lclancy","Table","eparties","Ditto","History","","","","",":55266;4640;55267;55265;55269;55275;55276;55277;55279;55395:55395","User|lclancy|Table|eparties|Ditto|History|:55266;4640;55267;55265;55269;55275;55276;55277;55279;55395:55395","","Liz Clancy",2020-01-13,"14:26:17",2020-01-13,"14:26:17","Liz Clancy","lclancy","","","",""
4706,124514,5,"User","lclancy","Table","eparties","Sort Selected","","","","","","Summary Data","User|lclancy|Table|eparties|Sort Selected|Summary Data","","Liz Clancy",2020-01-13,"14:22:55",2020-01-13,"14:22:55","Liz Clancy","lclancy","","","",""
4707,106163,6,"User","lclancy","Table","ethesaurus","Ditto","History","","","","",":4058;4060;4061;4098;4099;4100:4100","User|lclancy|Table|ethesaurus|Ditto|History|:4058;4060;4061;4098;4099;4100:4100","","Liz Clancy",2019-10-02,"15:38:41",2019-10-02,"15:38:41","Liz Clancy","lclancy","","","",""
4708,131690,5,"User","lclancy","Table","ethesaurus","Sort Selected","","","","","","summary data","User|lclancy|Table|ethesaurus|Sort Selected|summary data","","Liz Clancy",2020-02-19,"10:49:05",2020-02-19,"10:49:05","Liz Clancy","lclancy","","","",""
4709,226196,3,"User","LConrad","Group","","","","","","","","Archives Collections Manager;Anthropology 1;Earth Sciences 1;Education Collections 1","User|LConrad|Group|Archives Collections Manager;Anthropology 1;Earth Sciences 1;Education Collections 1","","Laura Uglean-Jackson",2023-03-08,"14:05:04",2023-03-14,"16:48:14","Laura Uglean-Jackson","lugleanjackson","No","No","",""
4710,300085,5,"User","LConrad","Setting","Language","Prompts","","","","","","0","User|LConrad|Setting|Language|Prompts|0","","Lauren Conrad",2025-08-12,"15:49:03",2025-08-12,"15:49:03","Lauren Conrad","LConrad","","","",""
4711,298639,5,"User","LConrad","Setting","Statistics","Help","","","","","","61","User|LConrad|Setting|Statistics|Help|61","","Lauren Conrad",2025-07-23,"14:50:34",2025-07-23,"14:50:34","Lauren Conrad","LConrad","","","",""
4712,291846,6,"User","LConrad","Table","eaccessionlots","Ditto","History","","","","",":20567;12316;12554:12554","User|LConrad|Table|eaccessionlots|Ditto|History|:20567;12316;12554:12554","","Lauren Conrad",2025-04-14,"10:43:10",2025-04-14,"10:43:10","Lauren Conrad","LConrad","","","",""
4713,298611,5,"User","LConrad","Table","eaccessionlots","Sort Selected","","","","","","Summary Data","User|LConrad|Table|eaccessionlots|Sort Selected|Summary Data","","Lauren Conrad",2025-07-23,"12:12:56",2025-07-23,"12:12:56","Lauren Conrad","LConrad","","","",""
4714,300259,6,"User","LConrad","Table","ecatalogue","Ditto","History","","","","",":612222;612224;612232;612226;612227;612228;612231;612234;612235;612236:612236","User|LConrad|Table|ecatalogue|Ditto|History|:612222;612224;612232;612226;612227;612228;612231;612234;612235;612236:612236","","Lauren Conrad",2025-08-13,"14:15:37",2025-08-13,"14:15:37","Lauren Conrad","LConrad","","","",""
4715,285301,6,"User","LConrad","Table","ecatalogue","List Columns","Archives: Description","","","","","CatCatalogNumber=100;EADTitleProper=100;DesInscription=100;EADUnitDateEarliest=100;EADUnitDateLatest=100#17","User|LConrad|Table|ecatalogue|List Columns|Archives: Description|CatCatalogNumber=100;EADTitleProper=100;DesInscription=100;EADUnitDateEarliest=100;EADUnitDateLatest=100#17","","Lauren Conrad",2025-02-06,"10:48:11",2025-02-06,"10:48:11","Lauren Conrad","LConrad","","","",""
4716,285226,6,"User","LConrad","Table","ecatalogue","List Columns","Archives: Extent & Physical Description","","","","","CatCatalogNumber=100;EADTitleProper=100;EADExtent_tab=100;EADPhysicalDescription_tab=100#17","User|LConrad|Table|ecatalogue|List Columns|Archives: Extent & Physical Description|CatCatalogNumber=100;EADTitleProper=100;EADExtent_tab=100;EADPhysicalDescription_tab=100#17","","Lauren Conrad",2025-02-06,"10:09:49",2025-02-06,"10:09:49","Lauren Conrad","LConrad","","","",""
4717,294668,6,"User","LConrad","Table","ecatalogue","List Columns","Archives: Inventory","","","","","CatCatalogNumber=107;EADComponentLevel=60;EADTitleProper=246;DesInscription=116;LocCurrentLocationHistory_tab=186;LocMovementNotes=360;LocDateMoved=100#17","User|LConrad|Table|ecatalogue|List Columns|Archives: Inventory|CatCatalogNumber=107;EADComponentLevel=60;EADTitleProper=246;DesInscription=116;LocCurrentLocationHistory_tab=186;LocMovementNotes=360;LocDateMoved=100#17","","Lauren Conrad",2025-05-21,"09:53:49",2025-05-21,"09:53:49","Lauren Conrad","LConrad","","","",""
4718,298401,6,"User","LConrad","Table","ecatalogue","List Columns","Archives: Reference","","","","","CatCatalogNumber=204;EADObjectType_tab=126;EADComponentLevel=86;EADTitleProper=322;DesInscription=204;EADAccessRestrictions=100;LocCurrentLocation=204;EADUnitDate=204;EADUnitDateEarliest=204;EADUnitDateLatest=204#17","User|LConrad|Table|ecatalogue|List Columns|Archives: Reference|CatCatalogNumber=204;EADObjectType_tab=126;EADComponentLevel=86;EADTitleProper=322;DesInscription=204;EADAccessRestrictions=100;LocCurrentLocation=204;EADUnitDate=204;EADUnitDateEarliest=204;EADUnitDateLatest=204#17","","Lauren Conrad",2025-07-21,"15:19:07",2025-07-21,"15:19:07","Lauren Conrad","LConrad","","","",""
4719,300207,5,"User","LConrad","Table","ecatalogue","List Columns Selected","","","","","","Inventory CR2 Images","User|LConrad|Table|ecatalogue|List Columns Selected|Inventory CR2 Images","","Lauren Conrad",2025-08-13,"12:31:09",2025-08-13,"12:31:09","Lauren Conrad","LConrad","","","",""
4720,262622,5,"User","LConrad","Table","ecatalogue","Selected","","","","","","Anthro Location Update Import","User|LConrad|Table|ecatalogue|Selected|Anthro Location Update Import","","Lauren Conrad",2024-03-20,"11:08:38",2024-03-20,"11:08:38","Lauren Conrad","LConrad","","","",""
4721,229762,6,"User","LConrad","Table","ecatalogue","Shortcut List","Archives_LC","","","","","EADTitleProper;EADPhysicalDescription_tab;EADUnitDate;CatAccessionLot_tab;RelIsParent;RelRelatedObjects_tab;LocCurrentLocation#17","User|LConrad|Table|ecatalogue|Shortcut List|Archives_LC|EADTitleProper;EADPhysicalDescription_tab;EADUnitDate;CatAccessionLot_tab;RelIsParent;RelRelatedObjects_tab;LocCurrentLocation#17","","Lauren Conrad",2023-04-12,"16:23:34",2023-04-12,"16:23:34","Lauren Conrad","LConrad","","","",""
4722,229763,5,"User","LConrad","Table","ecatalogue","Shortcut List Selected","","","","","","Archives_LC","User|LConrad|Table|ecatalogue|Shortcut List Selected|Archives_LC","","Lauren Conrad",2023-04-12,"16:23:38",2023-04-12,"16:23:38","Lauren Conrad","LConrad","","","",""
4723,293560,6,"User","LConrad","Table","ecatalogue","Sort","Date","","","","","EADUnitDate;EADUnitDateEarliest;--wordbased","User|LConrad|Table|ecatalogue|Sort|Date|EADUnitDate;EADUnitDateEarliest;--wordbased","","Lauren Conrad",2025-05-05,"13:06:23",2025-05-05,"13:06:23","Lauren Conrad","LConrad","","","",""
4724,247969,6,"User","LConrad","Table","ecatalogue","Sort","Location","","","","","LocCurrentLocationRef;CatCatalogNumber;--wordbased","User|LConrad|Table|ecatalogue|Sort|Location|LocCurrentLocationRef;CatCatalogNumber;--wordbased","","Lauren Conrad",2023-09-07,"10:23:57",2023-09-07,"10:23:57","Lauren Conrad","LConrad","","","",""
4725,248656,6,"User","LConrad","Table","ecatalogue","Sort","Other Parties","","","","","AssAssociationsRef_tab;--wordbased","User|LConrad|Table|ecatalogue|Sort|Other Parties|AssAssociationsRef_tab;--wordbased","","Lauren Conrad",2023-09-13,"11:23:15",2023-09-13,"11:23:15","Lauren Conrad","LConrad","","","",""
4726,256319,5,"User","LConrad","Table","ecatalogue","Sort Search","","","","","","Catalog No. word based, then Location","User|LConrad|Table|ecatalogue|Sort Search|Catalog No. word based, then Location","","Lauren Conrad",2023-12-21,"11:14:41",2023-12-21,"11:14:41","Lauren Conrad","LConrad","","","",""
4727,300242,5,"User","LConrad","Table","ecatalogue","Sort Selected","","","","","","Catalog No. word based, then Location","User|LConrad|Table|ecatalogue|Sort Selected|Catalog No. word based, then Location","","Lauren Conrad",2025-08-13,"13:49:07",2025-08-13,"13:49:07","Lauren Conrad","LConrad","","","",""
4728,294287,6,"User","LConrad","Table","elocations","Ditto","History","","","","",":65467;65468;65469;65470;65471;65472;65473;17371;65599;66197:66197","User|LConrad|Table|elocations|Ditto|History|:65467;65468;65469;65470;65471;65472;65473;17371;65599;66197:66197","","Lauren Conrad",2025-05-15,"11:27:22",2025-05-15,"11:27:22","Lauren Conrad","LConrad","","","",""
4729,300251,5,"User","LConrad","Table","elocations","Sort Selected","","","","","","Summary Data","User|LConrad|Table|elocations|Sort Selected|Summary Data","","Lauren Conrad",2025-08-13,"14:06:01",2025-08-13,"14:06:01","Lauren Conrad","LConrad","","","",""
4730,276941,6,"User","LConrad","Table","emultimedia","Ditto","History","","","","",":180442;180443;180444;180445;180446;180840;180850;180851;180852;81436:81436","User|LConrad|Table|emultimedia|Ditto|History|:180442;180443;180444;180445;180446;180840;180850;180851;180852;81436:81436","","Lauren Conrad",2024-10-17,"11:05:08",2024-10-17,"11:05:08","Lauren Conrad","LConrad","","","",""
4731,271050,5,"User","LConrad","Table","emultimedia","List Columns Selected","","","","","","MM IRN/Cat#","User|LConrad|Table|emultimedia|List Columns Selected|MM IRN/Cat#","","Lauren Conrad",2024-07-22,"13:08:05",2024-07-22,"13:08:05","Lauren Conrad","LConrad","","","",""
4732,298628,6,"User","LConrad","Table","eparties","Ditto","History","","","","",":5410;16329;13719;20903;16253;15773;20904;6079;22212;3657:3657","User|LConrad|Table|eparties|Ditto|History|:5410;16329;13719;20903;16253;15773;20904;6079;22212;3657:3657","","Lauren Conrad",2025-07-23,"14:14:45",2025-07-23,"14:14:45","Lauren Conrad","LConrad","","","",""
4733,295923,6,"User","LConrad","Table","eparties","List Columns","Min DACS","","","","","irn=663;SummaryData=663;NamDepartment=100;AdmDateModified=665#17","User|LConrad|Table|eparties|List Columns|Min DACS|irn=663;SummaryData=663;NamDepartment=100;AdmDateModified=665#17","","Lauren Conrad",2025-06-13,"10:34:15",2025-06-13,"10:34:15","Lauren Conrad","LConrad","","","",""
4734,295446,5,"User","LConrad","Table","eparties","List Columns Selected","","","","","","Min DACS","User|LConrad|Table|eparties|List Columns Selected|Min DACS","","Lauren Conrad",2025-06-06,"15:07:06",2025-06-06,"15:07:06","Lauren Conrad","LConrad","","","",""
4735,243998,6,"User","LConrad","Table","eparties","Sort","Last Name","","","","","IhhCollectionLastName_tab;--wordbased","User|LConrad|Table|eparties|Sort|Last Name|IhhCollectionLastName_tab;--wordbased","","Lauren Conrad",2023-08-14,"14:25:52",2023-08-14,"14:25:52","Lauren Conrad","LConrad","","","",""
4736,298621,5,"User","LConrad","Table","eparties","Sort Selected","","","","","","Summary Data","User|LConrad|Table|eparties|Sort Selected|Summary Data","","Lauren Conrad",2025-07-23,"13:36:26",2025-07-23,"13:36:26","Lauren Conrad","LConrad","","","",""
4737,264973,5,"User","LConrad","Table","ethesaurus","Sort Selected","","","","","","summary data","User|LConrad|Table|ethesaurus|Sort Selected|summary data","","Lauren Conrad",2024-04-19,"10:39:52",2024-04-19,"10:39:52","Lauren Conrad","LConrad","","","",""
4738,268222,3,"User","lduerr","Group","","","","","","","","Earth Sciences 4","User|lduerr|Group|Earth Sciences 4","","Laura Rocha Prado",2024-06-12,"14:41:38",2024-06-12,"14:42:23","Laura Rocha Prado","lrochaprado","No","No","",""
4739,277370,5,"User","lduerr","Setting","Language","Prompts","","","","","","0","User|lduerr|Setting|Language|Prompts|0","","Lily Duerr",2024-10-25,"09:43:28",2024-10-25,"09:43:28","Lily Duerr","lduerr","","","",""
4740,275046,5,"User","lduerr","Setting","Statistics","Help","","","","","","4","User|lduerr|Setting|Statistics|Help|4","","Lily Duerr",2024-09-13,"15:18:26",2024-09-13,"15:18:26","Lily Duerr","lduerr","","","",""
4741,268343,6,"User","lduerr","Table","ecatalogue","Ditto","History","","","","",":583823:583823","User|lduerr|Table|ecatalogue|Ditto|History|:583823:583823","","Lily Duerr",2024-06-14,"14:38:08",2024-06-14,"14:38:08","Lily Duerr","lduerr","","","",""
4742,276519,6,"User","lduerr","Table","eparties","Ditto","History","","","","",":57376:57376","User|lduerr|Table|eparties|Ditto|History|:57376:57376","","Lily Duerr",2024-10-10,"14:14:06",2024-10-10,"14:14:06","Lily Duerr","lduerr","","","",""
